epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,0.909675121307373,0.7031201124191284,1.369477391242981,0.5784623026847839
1,0.9049707651138306,0.7047522664070129,1.3828970193862915,0.5726696252822876
2,0.9046380519866943,0.7052853107452393,1.3842812776565552,0.5719752907752991
3,0.9028624296188354,0.705489456653595,1.3956420421600342,0.5737866759300232
4,0.9004912376403809,0.7070282697677612,1.3402763605117798,0.5821283459663391
5,0.9038550853729248,0.7051687240600586,1.38301420211792,0.5718857049942017
6,0.8987655639648438,0.7060998678207397,1.431140422821045,0.5479035973548889
7,0.9046505689620972,0.7050928473472595,1.3735178709030151,0.5747841000556946
8,0.901566207408905,0.7066074013710022,1.3752028942108154,0.5677599906921387
9,0.8997073769569397,0.7059986591339111,1.3619019985198975,0.5808848738670349
10,0.8999043703079224,0.7062957882881165,1.3600283861160278,0.5764302611351013
11,0.897636353969574,0.7074397802352905,1.3523945808410645,0.5759932398796082
12,0.892777144908905,0.7087535858154297,1.3532958030700684,0.5795073509216309
13,0.8893934488296509,0.7097423672676086,1.365787386894226,0.5775312781333923
14,0.89027339220047,0.7095156311988831,1.3611009120941162,0.5780230760574341
15,0.8887677788734436,0.7101794481277466,1.3652774095535278,0.5792040228843689
16,0.8869546055793762,0.7103278040885925,1.3614320755004883,0.5791406631469727
