epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,1.4609206914901733,0.560694694519043,1.9312891960144043,0.4780319929122925
1,1.2936121225357056,0.5852305889129639,1.6851897239685059,0.5041621327400208
2,1.248620867729187,0.5959059000015259,1.657928466796875,0.5221631526947021
3,1.2158913612365723,0.6051421761512756,1.5444908142089844,0.5293728113174438
4,1.1953697204589844,0.6107492446899414,1.4726650714874268,0.5372249484062195
5,1.179653286933899,0.6175116300582886,1.5341862440109253,0.543322741985321
6,1.1631371974945068,0.6210679411888123,1.5629632472991943,0.5375866889953613
7,1.1575798988342285,0.6239627599716187,1.462356686592102,0.5446866750717163
8,1.139747142791748,0.6303932666778564,1.56260347366333,0.5047840476036072
9,1.1290467977523804,0.633418619632721,1.5418897867202759,0.524147093296051
10,1.1210275888442993,0.6353790760040283,1.4585438966751099,0.5468401312828064
11,1.1146128177642822,0.6372283697128296,1.4774104356765747,0.5369296073913574
12,1.0997517108917236,0.6439799666404724,1.6254698038101196,0.5074124336242676
13,1.0978734493255615,0.643511950969696,1.474109172821045,0.5584601759910583
14,1.08945631980896,0.6483806371688843,1.606626272201538,0.5088071823120117
15,1.0854970216751099,0.6470964550971985,1.5469839572906494,0.5262243747711182
16,1.0781817436218262,0.6512824892997742,1.5172561407089233,0.5231260657310486
17,1.0801867246627808,0.6498976349830627,1.4278957843780518,0.5521337389945984
18,1.0603420734405518,0.6563732028007507,1.4618072509765625,0.5423339009284973
19,1.0650218725204468,0.6546128988265991,1.4345273971557617,0.5467818975448608
20,1.058135747909546,0.6556513905525208,1.4555230140686035,0.5454376339912415
21,1.053999423980713,0.6567687392234802,1.3998255729675293,0.564125657081604
22,1.0477105379104614,0.6601823568344116,1.4637678861618042,0.5433351397514343
23,1.0431630611419678,0.6607615351676941,1.462836503982544,0.5514925122261047
24,1.0338106155395508,0.6638530492782593,1.4866100549697876,0.5207569599151611
25,1.032436490058899,0.6652871370315552,1.5024943351745605,0.5483493208885193
26,1.0334362983703613,0.6640418767929077,1.4514964818954468,0.5504248738288879
27,1.027864933013916,0.6652867794036865,1.7385764122009277,0.5078771114349365
28,1.0306192636489868,0.664753794670105,1.5426052808761597,0.5142388343811035
29,1.0277122259140015,0.6658583283424377,1.795716404914856,0.517009973526001
30,1.0222963094711304,0.6676744222640991,1.4551829099655151,0.5443441271781921
31,1.0217828750610352,0.6686803102493286,1.4299590587615967,0.5527405738830566
32,1.0185996294021606,0.6686490178108215,1.4673734903335571,0.5389285087585449
33,1.008218765258789,0.6727691292762756,1.4905627965927124,0.5389801263809204
34,1.0070534944534302,0.6733200550079346,1.441461205482483,0.5533812046051025
