epoch,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
35,1.0084125995635986,0.6720033288002014,1.4683841466903687,0.5538522601127625
36,0.9978954195976257,0.6752258539199829,1.5875191688537598,0.5170955061912537
37,0.9501042366027832,0.6907845735549927,1.3867663145065308,0.5655962228775024
38,0.9361986517906189,0.6953927874565125,1.3923019170761108,0.5681568384170532
39,0.9330459833145142,0.6961168050765991,1.3884687423706055,0.5669543147087097
40,0.9286828637123108,0.6983416080474854,1.4146065711975098,0.566257119178772
41,0.9282300472259521,0.6971184611320496,1.3788974285125732,0.5706961154937744
42,0.9224822521209717,0.6983991265296936,1.3982539176940918,0.5699910521507263
43,0.9240631461143494,0.6987347602844238,1.3770689964294434,0.5731256604194641
44,0.9259503483772278,0.6976741552352905,1.382289171218872,0.5722200870513916
45,0.920737624168396,0.7001637816429138,1.3922929763793945,0.5679395198822021
46,0.9202585220336914,0.7001791596412659,1.412394404411316,0.5712339878082275
47,0.9205188155174255,0.6999174952507019,1.3899013996124268,0.5696359872817993
48,0.9197009801864624,0.7004218697547913,1.4044777154922485,0.5658212304115295
49,0.9184263944625854,0.7010011076927185,1.370922565460205,0.5768170356750488
50,0.918103814125061,0.7002664804458618,1.3835270404815674,0.5703737735748291
51,0.9152911901473999,0.7012484073638916,1.3828579187393188,0.5729255676269531
52,0.9141220450401306,0.7016276717185974,1.370543360710144,0.5765568017959595
53,0.9127857685089111,0.7021062970161438,1.3720442056655884,0.5743861198425293
54,0.9150603413581848,0.700880229473114,1.3894654512405396,0.5712037086486816
55,0.9121965169906616,0.7020857930183411,1.3927096128463745,0.5693008303642273
56,0.9098986387252808,0.7038204073905945,1.3975132703781128,0.5701456665992737
57,0.9100422859191895,0.703794538974762,1.3712670803070068,0.5800861120223999
58,0.9116365313529968,0.7026242017745972,1.3784916400909424,0.5737256407737732
59,0.9086989164352417,0.7043588757514954,1.361314296722412,0.5802765488624573
60,0.9063119292259216,0.7042710185050964,1.397743821144104,0.5694653987884521
61,0.912100613117218,0.7021743059158325,1.3632510900497437,0.5791440010070801
62,0.9071338176727295,0.7045596837997437,1.3729819059371948,0.5733268857002258
63,0.9063238501548767,0.7040735483169556,1.4145381450653076,0.5719020366668701
64,0.9086851477622986,0.7036014199256897,1.360592246055603,0.5785018801689148
65,0.9026325941085815,0.7052838802337646,1.377339482307434,0.5746563673019409
66,0.9076013565063477,0.7040212750434875,1.3832989931106567,0.5725857615470886
67,0.9051634073257446,0.7044410705566406,1.3602471351623535,0.5745469927787781
68,0.9072110652923584,0.703428328037262,1.3579434156417847,0.5802854299545288
69,0.9043506383895874,0.7057093977928162,1.3814219236373901,0.5725997686386108
70,0.9043387770652771,0.7049897909164429,1.3985084295272827,0.5743093490600586
71,0.9034181833267212,0.7045849561691284,1.3800630569458008,0.5750993490219116
72,0.9026889801025391,0.7054032683372498,1.3861770629882812,0.5726340413093567
73,0.9051258563995361,0.705579936504364,1.3676506280899048,0.575127899646759
74,0.9019725918769836,0.706366240978241,1.4009312391281128,0.5751231908798218
75,0.8934897780418396,0.7085940837860107,1.3778358697891235,0.5770134925842285
76,0.8930881023406982,0.7086727619171143,1.3756262063980103,0.5771434307098389
